Pet_ID,Species,Breed,Age_Years,Weight_kg,Gender,Activity_Level,Medical_Condition,Ideal_Weight_kg,Calorie_Requirement_kcal,Protein_%,Fat_%,Carbs_%,Daily_Meal_Portion_g,Meals_Per_Day,Portion_Per_Meal_g,Adaptivity_Index
2aec821d-dacb-4fe1-80fa-df550ba35933,Cat,Siamese Cat,6.5,2.5,Male,Moderate,Allergies,2.7,194.8,29.7,13.8,56.5,55.7,3,18.6,0.87
f10d8da5-e510-4f94-a22e-88631099b735,Dog,Maine Coon,1.5,34.2,Male,Low,Allergies,35.8,1188.0,26.4,21.1,52.5,339.4,2,169.7,0.79
1651c97a-ccf2-48ff-bb0a-e7d9eb280bc2,Dog,Ragdoll,1.4,46.2,Female,High,None,45.5,1984.7,31.2,23.1,45.7,567.1,4,141.8,0.86
155571c8-f2f9-4327-a430-7317090e6089,Cat,Siamese Cat,13.1,7.1,Male,Moderate,Joint Issues,6.7,426.3,29.7,11.6,58.7,121.8,3,40.6,0.6
f880ea79-5d93-4dfc-886a-5130566d6581,Dog,German Shepherd,10.0,37.7,Male,Low,Diabetes,34.0,1150.2,37.7,15.5,46.8,328.6,2,164.3,0.76
394f4fc8-c0d4-4d34-a5a4-9b71f10cda78,Dog,British Shorthair,3.8,17.9,Female,High,Joint Issues,16.5,974.7,34.2,19.6,46.2,278.5,4,69.6,0.32
3991dd3b-6268-42cd-acff-beb9d5feb37d,Dog,Beagle,0.9,29.4,Female,High,Diabetes,29.2,1272.7,38.8,15.3,45.9,363.6,4,90.9,0.41
7adcf7ee-4a1f-4193-8679-f93abeb8d55f,Dog,German Shepherd,8.7,32.7,Female,Low,Obesity,30.1,976.4,36.1,24.6,39.3,279.0,2,139.5,0.36
87e9ba4e-d5a6-47ac-9105-b8555e11e3e9,Dog,Ragdoll,3.6,7.4,Female,Moderate,Diabetes,6.9,395.7,27.4,14.7,57.9,113.1,3,37.7,0.49
b02350f8-5b5a-4d52-94b4-90c1dcf632df,Dog,British Shorthair,9.1,14.8,Male,Low,Obesity,14.6,538.8,36.3,10.7,53.0,153.9,2,77.0,0.35
6014c9b6-ee32-4471-b71b-050a781c5b2b,Dog,Maine Coon,10.1,41.3,Female,High,Allergies,42.4,1824.7,31.2,13.2,55.6,521.3,4,130.3,0.61
2d097bbe-e081-4e3a-b761-af4053edc771,Cat,Persian Cat,6.7,2.1,Female,High,Joint Issues,1.9,195.4,32.3,20.0,47.7,55.8,4,13.9,0.33
48504bec-04d5-4399-a54b-e398dda8102f,Cat,Siamese Cat,14.8,7.9,Male,Low,Obesity,7.9,336.4,29.5,13.2,57.3,96.1,2,48.0,0.38
40da83ca-4260-4fcc-b02b-9f6eef3fecae,Dog,Beagle,4.7,10.6,Male,Low,Allergies,11.4,493.5,36.2,12.6,51.2,141.0,2,70.5,0.53
5e0bcf7e-03ef-412a-8d57-84ce2df806e3,Dog,Poodle,7.8,15.2,Female,Low,Allergies,13.9,646.6,37.9,10.6,51.5,184.7,2,92.3,0.31
ff57f01d-d1c1-491a-aa84-a267cb806598,Dog,Bulldog,13.0,29.6,Female,High,Allergies,30.4,1421.3,35.6,16.3,48.1,406.1,4,101.5,0.37
1874ad4a-0f36-4ef0-af98-877a5fb89d40,Dog,Golden Retriever,14.5,25.7,Male,High,Allergies,28.0,1278.4,37.5,23.8,38.7,365.3,4,91.3,0.35
7ae885c4-2137-43f8-8153-c9c0fc46b4b6,Dog,Bulldog,4.0,21.1,Female,High,None,21.4,1102.6,30.9,14.7,54.4,315.0,4,78.8,0.5
c048d0ad-2dae-42d0-bb41-a20d52caa7da,Cat,Persian Cat,11.8,8.2,Male,High,None,8.1,542.7,33.0,12.9,54.1,155.1,4,38.8,0.77
4b419bfa-a7e7-40bb-b5b7-00087bea1460,Cat,Persian Cat,11.0,2.5,Male,Low,None,2.5,167.0,27.2,13.0,59.8,47.7,2,23.9,0.66
d927a3e2-6493-417d-be03-08a92a5a6d45,Dog,Bulldog,3.1,23.5,Female,Moderate,Joint Issues,25.7,1046.0,36.4,16.7,46.9,298.9,3,99.6,0.85
69576a28-f63d-455b-b309-c41c554d2354,Dog,British Shorthair,9.8,30.9,Female,High,Diabetes,33.4,1321.1,27.3,11.0,61.7,377.5,4,94.4,0.57
5ae7758e-7993-4d00-8682-af17af3a284c,Dog,Beagle,12.0,27.8,Male,Moderate,Joint Issues,25.4,1186.5,26.1,16.9,57.0,339.0,3,113.0,0.32
ed034858-55bd-404b-955e-d4793306f9f3,Cat,Persian Cat,12.6,3.8,Male,High,None,3.7,304.8,34.2,17.6,48.2,87.1,4,21.8,0.58
b686625a-9f5a-4a37-a112-8ded98960201,Dog,Ragdoll,14.3,19.1,Male,Moderate,Joint Issues,17.6,895.4,34.8,14.8,50.4,255.8,3,85.3,0.59
73f0e6d5-3025-4af2-afa1-3e894e31de32,Dog,German Shepherd,14.4,33.5,Female,Low,Diabetes,34.8,1052.7,39.7,11.3,49.0,300.8,2,150.4,0.69
673be214-4e52-46a4-85df-f2fd4921111b,Dog,Golden Retriever,4.1,34.0,Female,Moderate,Joint Issues,35.6,1379.9,32.8,12.4,54.8,394.3,3,131.4,0.52
a59f3e39-a6a7-4c6c-8d34-78c314cba762,Dog,Beagle,6.1,28.1,Female,High,Joint Issues,29.8,1366.9,25.8,19.5,54.7,390.5,4,97.6,0.5
099b2da1-34bd-47b4-aca5-0de22fffdca1,Cat,Persian Cat,1.9,3.3,Female,Moderate,Diabetes,3.5,216.0,35.9,19.8,44.3,61.7,3,20.6,0.84
f819d491-707f-4e63-a0a9-3a3ae5f5ccc6,Dog,German Shepherd,5.3,19.4,Male,Moderate,Diabetes,20.6,815.3,39.5,20.5,40.0,232.9,3,77.6,0.54
b0b55d96-f2e9-4918-b977-18ebdb6fce8f,Dog,British Shorthair,10.8,24.8,Male,Moderate,Joint Issues,24.2,1089.1,30.7,21.9,47.4,311.2,3,103.7,0.79
7dd0844f-6f24-405f-be02-df37b6274b91,Dog,Ragdoll,1.9,26.2,Female,High,Diabetes,27.6,1167.3,25.3,14.6,60.1,333.5,4,83.4,0.87
e03b4bed-3259-47d6-a955-026555c3dc3b,Cat,Persian Cat,14.2,6.1,Female,Low,Obesity,6.5,277.1,40.0,12.3,47.7,79.2,2,39.6,0.48
ce3aa3dd-13dc-486f-a52b-a2b9cb6ef189,Dog,Bulldog,7.9,23.0,Male,High,Diabetes,22.7,1058.7,38.1,19.3,42.6,302.5,4,75.6,0.66
ae65dfdc-92d4-48d5-8c73-903ea981faac,Dog,German Shepherd,2.9,33.3,Male,High,Allergies,30.7,1552.6,25.7,15.5,58.8,443.6,4,110.9,0.73
42d35c39-f24e-408d-a8e0-4b15e5d74ac7,Dog,Maine Coon,9.4,33.1,Female,Low,Joint Issues,35.8,1159.2,28.6,24.5,46.9,331.2,2,165.6,0.77
6200c837-9f14-42de-b8ea-e6b5f9f525ba,Dog,Poodle,5.8,38.1,Female,Moderate,Diabetes,36.7,1352.6,36.7,17.5,45.8,386.5,3,128.8,0.55
12d9bef3-6b7a-4ce2-99cc-7ccb3cccb006,Dog,German Shepherd,12.3,25.2,Male,Moderate,None,27.2,1102.2,34.6,23.1,42.3,314.9,3,105.0,0.63
39d4194d-2fb0-4707-813d-917fd3d82ae3,Dog,Bulldog,10.8,28.2,Male,Moderate,None,30.7,1199.3,36.4,14.1,49.5,342.7,3,114.2,0.84
af75c3f9-556a-49df-8f4a-e05ef70f315d,Dog,German Shepherd,12.6,23.7,Male,Low,Allergies,24.0,902.3,38.3,24.0,37.7,257.8,2,128.9,0.55
2ec394c4-9fea-42cc-a4cf-801fbc42e5f2,Cat,Siamese Cat,7.8,3.4,Male,Moderate,None,3.3,245.4,30.6,10.4,59.0,70.1,3,23.4,0.86
6793f79b-1a3e-4787-b1bd-c34b36b52598,Cat,Persian Cat,12.0,9.2,Male,Low,Diabetes,8.9,399.4,38.8,17.1,44.1,114.1,2,57.0,0.8
910471a2-1dff-46f5-b499-832f0d200ee5,Dog,Maine Coon,7.0,36.6,Male,Low,None,38.7,1249.9,28.8,22.5,48.7,357.1,2,178.6,0.63
285ecd5b-b4c4-4107-a43a-40584a26beec,Dog,British Shorthair,8.2,32.9,Male,Moderate,Obesity,34.8,1144.3,29.5,10.7,59.8,326.9,3,109.0,0.55
830455a5-6344-42cf-a446-5c8fa7788578,Dog,British Shorthair,7.1,24.9,Male,Moderate,Joint Issues,22.7,1092.4,33.0,19.5,47.5,312.1,3,104.0,0.65
888324a4-a4a4-4c59-b38d-364e7a56a675,Dog,German Shepherd,4.7,16.0,Male,High,Diabetes,16.2,806.4,28.6,16.2,55.2,230.4,4,57.6,0.7
1389ed08-460f-46aa-81f8-703237b0c378,Dog,Bulldog,8.1,34.8,Female,Low,Joint Issues,33.8,1203.5,33.2,21.8,45.0,343.9,2,171.9,0.6
1e59dceb-3584-4b0d-a722-85f009cb12dc,Dog,Golden Retriever,6.2,23.5,Female,Low,Allergies,21.7,896.6,39.7,13.8,46.5,256.2,2,128.1,0.31
55f87fe4-863d-47e2-8abe-54d53c631aa2,Dog,Bulldog,5.5,29.1,Male,High,Diabetes,29.8,1262.9,27.0,15.3,57.7,360.8,4,90.2,0.5
be2404c6-b421-45e0-801c-1e613788d3a6,Dog,German Shepherd,12.5,19.4,Female,High,Allergies,17.9,1035.3,34.5,22.2,43.3,295.8,4,74.0,0.34
93bb00b9-45eb-41d1-af97-e3278d3b8da8,Dog,Maine Coon,1.0,27.4,Male,Low,Obesity,25.1,855.1,38.3,14.7,47.0,244.3,2,122.2,0.49
89cd84c0-3d34-402f-acb9-bc7db7ce61b3,Cat,Siamese Cat,14.8,4.0,Female,Moderate,None,4.3,277.2,36.3,12.9,50.8,79.2,3,26.4,0.51
d4a73fa0-1d28-4fa0-8ee5-f37beb318056,Dog,Golden Retriever,13.1,20.3,Female,Moderate,None,18.6,937.2,37.0,16.6,46.4,267.8,3,89.3,0.54
ff354e4f-c464-41cb-ae01-3274f1e0154e,Dog,Maine Coon,13.5,27.3,Female,Moderate,Obesity,30.0,994.9,32.4,17.5,50.1,284.3,3,94.8,0.85
1b76c03c-4fc2-4cb6-aea8-3636c4ffe33b,Dog,Ragdoll,4.4,10.5,Male,High,Allergies,11.2,653.3,26.2,19.0,54.8,186.7,4,46.7,0.79
351a73af-0307-45cc-8fec-2c72b6d32189,Dog,Ragdoll,4.8,10.9,Male,Low,Diabetes,11.9,453.5,34.9,14.6,50.5,129.6,2,64.8,0.66
94bb1b23-a11d-4164-a2fb-b5ce17ca56fa,Cat,Siamese Cat,2.9,3.6,Female,Moderate,Allergies,3.8,256.1,25.6,23.1,51.3,73.2,3,24.4,0.51
86d5a752-cdf9-423e-9b63-a092675d5a7e,Cat,Siamese Cat,4.5,4.6,Male,Low,Allergies,4.7,263.8,30.4,22.0,47.6,75.4,2,37.7,0.71
28b9e2f8-109f-4df0-8e9d-27339805f5c0,Dog,Golden Retriever,2.6,33.6,Female,Low,Obesity,31.0,996.4,26.0,21.7,52.3,284.7,2,142.3,0.52
730f57ef-47cf-4bc1-975e-c6e9bef5fe8f,Cat,Siamese Cat,14.3,4.7,Male,High,Obesity,4.7,303.9,35.2,24.2,40.6,86.8,4,21.7,0.52
eedef386-954f-4173-af61-75c53327ba4c,Dog,Bulldog,8.8,24.8,Female,Moderate,Diabetes,22.6,980.2,34.7,13.7,51.6,280.1,3,93.4,0.37
c7f34bc6-9d8b-4838-b96f-1f3599eaf0c5,Dog,German Shepherd,7.7,22.1,Female,High,None,20.4,1141.6,28.9,13.9,57.2,326.2,4,81.5,0.57
2e153924-fb92-47b3-9af8-9145d9695007,Dog,British Shorthair,4.6,28.2,Female,Low,None,29.6,1027.9,27.0,11.1,61.9,293.7,2,146.8,0.4
b259381b-ec93-4979-9285-f34410fe8e6c,Dog,Maine Coon,15.0,16.7,Female,High,Diabetes,17.0,832.7,35.6,18.2,46.2,237.9,4,59.5,0.47
cda7c338-90f8-4fb7-849d-ff65ae40e026,Dog,Beagle,12.8,23.9,Male,Moderate,Joint Issues,22.9,1059.3,28.4,24.8,46.8,302.7,3,100.9,0.78
dfd6cb4a-1dbe-4e9e-ad3a-4923a54aeeec,Dog,Poodle,12.0,29.0,Male,Moderate,Joint Issues,31.1,1224.7,33.6,17.0,49.4,349.9,3,116.6,0.89
75c4eb6f-0090-4c06-8396-a3cedc714478,Dog,German Shepherd,9.4,27.2,Male,Low,Diabetes,24.9,900.4,31.0,20.8,48.2,257.3,2,128.7,0.59
ffee1fa0-bb09-4c8a-9fe2-fbc92f789b31,Cat,Siamese Cat,11.7,5.0,Male,Low,Diabetes,5.1,252.8,34.6,16.7,48.7,72.2,2,36.1,0.71
d7bf4fb0-968e-450e-b7ca-da7610ce945e,Cat,Persian Cat,2.4,5.0,Male,Low,Allergies,5.1,280.9,32.5,23.0,44.5,80.3,2,40.1,0.8
da951e7b-c0a3-4080-9c60-2af780221ef6,Dog,Ragdoll,2.7,30.0,Male,Low,Diabetes,31.2,969.1,39.0,13.4,47.6,276.9,2,138.4,0.87
2f248dee-29be-453e-bded-834732dcfee9,Dog,Ragdoll,13.5,46.5,Male,Moderate,Obesity,47.3,1483.3,34.5,18.3,47.2,423.8,3,141.3,0.38
380a244b-6ecc-405e-b50e-c502323262da,Dog,Beagle,9.4,17.3,Male,High,Obesity,18.7,807.6,33.9,18.7,47.4,230.7,4,57.7,0.4
d9dca7cf-800f-45dd-b5b7-2a1592de9c63,Dog,British Shorthair,10.9,46.9,Female,High,None,44.8,2007.2,37.4,10.4,52.2,573.5,4,143.4,0.33
bb5b180a-5b09-4a33-a5b0-715b73e237b2,Dog,British Shorthair,4.3,16.9,Male,High,Allergies,15.8,933.5,34.3,10.5,55.2,266.7,4,66.7,0.83
76e089fd-3707-414d-ab3d-dd711d88f991,Dog,Ragdoll,4.7,3.8,Female,Moderate,Obesity,3.9,226.7,37.1,20.3,42.6,64.8,3,21.6,0.48
938356c6-748a-4368-89a0-0d6895ac8586,Dog,Bulldog,10.5,19.7,Male,Moderate,Allergies,18.0,916.4,32.3,13.1,54.6,261.8,3,87.3,0.66
c5b37b26-23a9-41a2-b032-06ec178e2c7a,Cat,Persian Cat,13.0,5.7,Female,High,Diabetes,5.5,371.8,39.6,12.0,48.4,106.2,4,26.6,0.52
76601893-9451-49fb-8294-05212ffb20cb,Dog,Ragdoll,2.0,43.8,Male,Moderate,None,46.5,1668.5,29.0,13.7,57.3,476.7,3,158.9,0.36
99ca1ef6-6436-412b-b0c6-65777aac8d15,Dog,Beagle,14.2,16.0,Female,Low,Obesity,17.3,571.2,37.2,24.0,38.8,163.2,2,81.6,0.73
03306faa-1016-4846-844b-6b726015abe0,Dog,Poodle,11.6,29.9,Female,High,Allergies,31.8,1432.1,32.5,14.6,52.9,409.2,4,102.3,0.31
1bbe95a8-e25f-4769-bf4e-16bace5383c1,Cat,Siamese Cat,7.8,2.4,Male,Low,Joint Issues,2.6,162.0,30.3,10.8,58.9,46.3,2,23.1,0.6
4e4c21c5-217f-4c6d-a7ce-3e50c05e8249,Dog,Maine Coon,4.6,43.3,Male,Low,Allergies,46.5,1417.9,27.0,14.0,59.0,405.1,2,202.6,0.52
f3958dc6-7482-4044-8c96-9f3491868057,Cat,Siamese Cat,5.8,7.4,Female,Low,Joint Issues,8.1,376.9,33.4,15.4,51.2,107.7,2,53.9,0.47
9371daf9-9b91-4110-ac54-ff24df1d1234,Cat,Siamese Cat,7.8,4.1,Female,High,Joint Issues,3.8,322.7,26.8,24.6,48.6,92.2,4,23.1,0.54
67eccbae-3427-4f1b-85e9-42c876033d2d,Cat,Persian Cat,8.6,1.6,Female,Low,Obesity,1.8,101.6,34.0,16.0,50.0,29.0,2,14.5,0.32
6fda4d63-16a5-4cf5-bdc4-0480300accd8,Dog,Golden Retriever,2.5,38.5,Female,Moderate,Joint Issues,41.1,1514.7,31.9,19.1,49.0,432.8,3,144.3,0.61
fbbe6c30-39cf-46d4-bed8-6e3bd8f6e671,Cat,Persian Cat,14.0,4.8,Female,Low,Allergies,4.7,272.4,39.9,21.1,39.0,77.8,2,38.9,0.48
db23aa5d-fb25-4948-86e9-00004058a16c,Cat,Persian Cat,7.9,7.5,Female,High,Joint Issues,7.2,507.6,29.5,22.2,48.3,145.0,4,36.2,0.52
b1bd6e32-e00e-4d70-b4ae-563a9ed26b43,Dog,Bulldog,14.7,25.1,Female,High,None,26.5,1256.0,34.0,14.0,52.0,358.9,4,89.7,0.69
f813d299-5f9c-460a-9a50-56b9d9c44865,Dog,British Shorthair,8.9,25.5,Male,High,Allergies,27.8,1270.9,27.6,19.4,53.0,363.1,4,90.8,0.67
86232c81-1df9-446f-9fa1-b2568b546a25,Cat,Siamese Cat,2.6,4.1,Male,Low,Joint Issues,4.1,242.0,39.2,11.6,49.2,69.1,2,34.5,0.31
d8a7ae51-f188-40ae-b4fc-a7766f2e05ca,Cat,Persian Cat,6.6,6.2,Female,High,Obesity,5.7,374.1,31.2,21.6,47.2,106.9,4,26.7,0.85
2b2a87e5-536f-498c-a252-4f71db6e1e4a,Dog,Golden Retriever,10.7,26.2,Male,High,Diabetes,24.8,1167.3,40.0,17.2,42.8,333.5,4,83.4,0.53
c9877749-b642-47b7-b4ae-c3db055deaf9,Dog,German Shepherd,7.2,30.1,Female,High,Diabetes,31.1,1295.3,35.1,23.0,41.9,370.1,4,92.5,0.71
189e0353-512c-4d8d-8eca-374c6a8400e3,Dog,Beagle,9.3,9.7,Male,Low,Diabetes,9.0,415.5,33.4,13.4,53.2,118.7,2,59.4,0.88
fb7aa705-3708-4f37-b3d0-be99e47c4695,Dog,Beagle,11.7,37.8,Male,High,Allergies,39.1,1707.4,29.8,15.2,55.0,487.8,4,122.0,0.86
0f1b97d5-1f94-4c05-a3e4-26fb03112531,Dog,Beagle,4.7,40.5,Female,Moderate,Diabetes,40.7,1416.0,39.3,22.1,38.6,404.6,3,134.9,0.47
c5198004-dd7f-4ed2-808d-870670177d35,Dog,Beagle,14.4,26.2,Male,Moderate,Allergies,28.0,1134.9,34.8,21.2,44.0,324.3,3,108.1,0.43
a93791af-87d7-4d9d-b34b-fe4d108f05a9,Dog,Ragdoll,4.4,45.6,Female,Low,None,49.0,1474.0,34.2,18.8,47.0,421.1,2,210.6,0.45
ebdceccf-ca8a-41dc-bb51-931893f5ef83,Dog,Ragdoll,3.8,42.6,Male,Low,None,41.8,1400.7,31.2,20.8,48.0,400.2,2,200.1,0.36
391bf2ed-78e9-464f-b541-58fa9cffec9b,Dog,German Shepherd,0.6,31.5,Male,Moderate,Allergies,32.8,1303.0,32.2,13.0,54.8,372.3,3,124.1,0.88
7e12a5ab-19d3-4cba-a5a6-29edeeeac6a6,Cat,Persian Cat,4.6,7.7,Male,Low,Joint Issues,7.3,388.3,28.5,21.1,50.4,110.9,2,55.5,0.81
0feb4e93-a619-445f-847e-eb9e17630076,Dog,Golden Retriever,13.7,35.6,Male,Moderate,Obesity,34.8,1214.0,39.0,10.5,50.5,346.9,3,115.6,0.8
81d9279b-1bf7-494e-82b6-56e018833352,Dog,Maine Coon,3.2,7.4,Female,Low,None,7.3,376.9,29.5,19.0,51.5,107.7,2,53.9,0.86
14594328-048e-40b0-9b07-b1e872575968,Cat,Persian Cat,4.6,4.5,Female,Low,Joint Issues,4.5,259.5,32.0,12.9,55.1,74.1,2,37.0,0.37
aaf43f63-9797-4947-a6be-2fa930c0944a,Dog,German Shepherd,11.1,32.2,Female,High,Obesity,34.0,1286.9,25.2,15.1,59.7,367.7,4,91.9,0.48
f460247f-e7f5-4b72-b58f-62d590bb55d0,Dog,Poodle,3.0,41.3,Female,Moderate,Joint Issues,44.3,1596.6,29.9,16.0,54.1,456.2,3,152.1,0.36
521ba6c8-bc2a-4ad4-a8df-c6233e737e0d,Dog,German Shepherd,7.4,11.2,Male,Low,Diabetes,12.2,462.8,30.8,16.7,52.5,132.2,2,66.1,0.46
718afc11-fee2-4134-abc2-6c25c8ab6037,Cat,Persian Cat,4.9,1.6,Male,Moderate,Diabetes,1.6,125.5,35.4,10.9,53.7,35.9,3,12.0,0.37
194eff29-c364-43a9-b3fd-824d7bdc2376,Dog,Beagle,2.8,24.4,Female,High,None,26.7,1229.6,34.6,24.1,41.3,351.3,4,87.8,0.52
6cc008aa-e5b9-49c9-a8e2-1a1e98847e60,Dog,Poodle,3.7,4.3,Male,Moderate,Obesity,4.4,248.7,31.8,24.8,43.4,71.1,3,23.7,0.52
6a98d8a5-c227-4e55-a100-a1b7eea26462,Dog,Ragdoll,13.7,24.1,Male,Low,Joint Issues,22.8,913.7,38.1,11.2,50.7,261.1,2,130.6,0.57
50217973-faa1-431d-86e8-40d4bade1605,Cat,Persian Cat,1.6,5.7,Male,Low,Joint Issues,5.3,309.9,38.5,13.0,48.5,88.5,2,44.2,0.62
b5c20d97-2f7d-46d9-a064-7e704ed52621,Dog,German Shepherd,5.3,15.6,Female,Low,Obesity,15.1,560.5,35.8,17.3,46.9,160.1,2,80.0,0.84
0f3d892a-7e4c-481e-9b36-645bfab1cecf,Dog,Maine Coon,12.2,24.4,Female,Low,Joint Issues,25.2,922.2,31.2,18.5,50.3,263.5,2,131.8,0.64
4fac7d91-6671-4f9b-9a13-69c26a671a56,Dog,Beagle,11.0,34.6,Female,Moderate,None,32.3,1398.1,36.2,18.7,45.1,399.5,3,133.2,0.33
1f88c347-e5f1-4300-b233-d0b103b0c8bf,Cat,Persian Cat,10.7,3.9,Male,Low,Allergies,3.6,233.1,25.5,16.1,58.4,66.6,2,33.3,0.76
84b8a44c-8e02-4e9e-a1d5-97a8ced78bc3,Cat,Siamese Cat,5.9,3.4,Female,Moderate,Allergies,3.1,245.4,30.6,20.2,49.2,70.1,3,23.4,0.7
4cabe186-2bad-4ba5-b0e0-43e13ebf0db9,Dog,Ragdoll,2.4,23.9,Female,Low,Obesity,22.5,771.8,39.9,15.9,44.2,220.5,2,110.2,0.38
24c16ed2-09c1-47d9-9785-6db858830a2c,Dog,Poodle,12.6,14.6,Male,Moderate,Allergies,14.2,732.0,35.1,18.2,46.7,209.1,3,69.7,0.62
91ef5455-0b46-425d-830c-af692c2883bb,Dog,Poodle,4.1,44.6,Female,Low,Diabetes,40.5,1304.7,27.8,23.1,49.1,372.8,2,186.4,0.76
d09cb72a-b804-4966-9341-db8606c2057c,Dog,Golden Retriever,12.2,25.4,Female,High,None,26.9,1267.2,28.6,11.0,60.4,362.1,4,90.5,0.66
12aad484-f776-478b-b3c4-ed89bfe43edf,Dog,Maine Coon,9.2,18.0,Male,Low,None,19.3,734.1,31.0,13.5,55.5,209.7,2,104.8,0.43
3ff919b8-597a-44d8-b856-bc6e4a22000b,Dog,Golden Retriever,2.5,27.1,Female,Low,Joint Issues,29.4,997.7,29.8,19.0,51.2,285.1,2,142.6,0.7
7bc70bfa-e057-407a-a109-173a19dfa16b,Cat,Persian Cat,3.9,4.8,Male,High,Joint Issues,5.1,363.2,28.3,14.5,57.2,103.8,4,25.9,0.34
ea3958ce-cc60-4f53-bec6-5c621fcc59a1,Dog,British Shorthair,13.3,22.8,Male,High,Allergies,23.9,1168.6,33.3,10.7,56.0,333.9,4,83.5,0.51
6352b374-5462-442a-a963-6fec7ad93198,Cat,Siamese Cat,11.9,3.9,Female,High,Allergies,3.8,310.8,31.1,14.5,54.4,88.8,4,22.2,0.41
77ad9fd8-64b6-4e3a-872a-3f8986fa73e1,Dog,Ragdoll,7.4,19.2,Male,Moderate,Obesity,19.1,764.0,37.1,23.7,39.2,218.3,3,72.8,0.64
59ae4ffc-cdf9-4ccc-ad5c-3eeedea771a9,Cat,Siamese Cat,8.6,2.0,Male,Moderate,Obesity,2.0,140.1,28.8,15.0,56.2,40.0,3,13.3,0.35
f942414f-8055-46b5-8191-160e3034cfbd,Dog,Maine Coon,12.8,38.7,Male,High,Obesity,40.6,1477.1,25.8,15.7,58.5,422.0,4,105.5,0.66
e02a7461-ecd9-47d2-921d-fb83b7bf7340,Dog,Golden Retriever,13.2,30.8,Male,High,Joint Issues,30.9,1464.3,28.3,13.1,58.6,418.4,4,104.6,0.84
b16ffc06-7158-4b36-b56d-f4d70b11f7f2,Dog,Beagle,14.4,28.1,Male,Low,Obesity,28.3,871.4,39.4,11.8,48.8,249.0,2,124.5,0.9
4fad06d8-cac6-4c40-80d2-f29c23a8889f,Dog,Maine Coon,13.8,23.7,Male,Moderate,Obesity,23.9,894.8,33.3,21.6,45.1,255.7,3,85.2,0.53
fb694beb-bb6a-432b-904f-990451cc7585,Dog,Ragdoll,9.9,15.4,Female,Moderate,Diabetes,14.6,685.7,32.7,17.5,49.8,195.9,3,65.3,0.36
67e9cf14-066b-44ed-820b-4ddb9c1156fa,Dog,Maine Coon,11.5,17.4,Female,Low,Diabetes,15.7,644.1,29.7,10.7,59.6,184.0,2,92.0,0.82
215c2164-61eb-4169-b2c8-f115a866d2bd,Dog,German Shepherd,0.7,10.8,Female,Moderate,Obesity,10.4,496.3,27.9,13.5,58.6,141.8,3,47.3,0.64
9eb5a259-5eed-4a9e-bcf2-00b3eba3af57,Dog,Poodle,7.7,18.5,Female,Moderate,Allergies,17.1,874.2,39.5,19.6,40.9,249.8,3,83.3,0.59
58b8fc4e-e484-4a2f-98b5-204834e376b1,Dog,German Shepherd,11.1,14.2,Female,Low,Obesity,15.3,522.3,35.8,17.3,46.9,149.2,2,74.6,0.85
31a9ab45-7688-4c9b-b1f9-cde7618dbd08,Dog,Ragdoll,14.9,41.9,Male,High,None,44.3,1844.5,37.6,11.1,51.3,527.0,4,131.8,0.79
d842e2dc-9a5b-4406-92f5-17930a32d2c2,Dog,Golden Retriever,11.6,33.8,Female,Low,Obesity,33.8,1000.9,26.0,12.3,61.7,286.0,2,143.0,0.43
a89d38b7-6a43-4636-8e5d-03bd0454f0e0,Dog,Maine Coon,5.9,25.8,Female,High,Allergies,26.2,1282.1,25.2,18.0,56.8,366.3,4,91.6,0.55
a1149364-cad2-4d9d-b050-cfffb9f76ac9,Dog,Golden Retriever,8.2,16.4,Female,High,Diabetes,17.2,821.5,25.3,22.2,52.5,234.7,4,58.7,0.7
b3ea6bfa-b873-446b-84fd-867b59a1cd01,Dog,German Shepherd,2.1,14.6,Male,High,Obesity,14.0,711.1,28.6,19.3,52.1,203.2,4,50.8,0.45
599cab5b-3fc5-4b80-acbf-dd41b4078200,Cat,Persian Cat,4.4,4.6,Female,Low,Diabetes,4.5,237.5,39.4,16.9,43.7,67.9,2,34.0,0.45
8e5bfa59-72f5-40d8-919b-6979607ee6bd,Dog,Poodle,4.8,34.3,Male,High,None,33.3,1587.4,26.4,15.7,57.9,453.5,4,113.4,0.63
6c81b07e-c7be-4910-84b3-9528aa58a23d,Dog,Golden Retriever,9.7,44.1,Male,Low,Allergies,48.4,1437.5,37.7,19.7,42.6,410.7,2,205.3,0.5
8b82bde5-7ccb-4225-bb38-2f5429bc6a09,Dog,Bulldog,13.5,11.0,Male,Low,Obesity,10.1,431.3,38.5,20.4,41.1,123.2,2,61.6,0.64
0f83867d-bc40-40f0-8e5f-b8197eea6e86,Dog,Beagle,1.2,30.6,Male,High,Diabetes,28.5,1311.4,38.5,18.5,43.0,374.7,4,93.7,0.32
f4d8dd97-da15-420a-92c9-ee9b6c891f10,Cat,Persian Cat,0.7,3.7,Male,High,Obesity,3.5,254.0,36.3,20.7,43.0,72.6,4,18.1,0.54
c7fa0e57-88b0-47d9-9339-3804df46e46d,Dog,Bulldog,4.8,20.1,Male,High,Allergies,19.2,1063.2,35.2,18.1,46.7,303.8,4,76.0,0.53
a3a84598-fa22-4f54-9d85-bec54df872a8,Dog,German Shepherd,12.0,25.5,Male,High,Diabetes,25.0,1143.8,25.8,16.6,57.6,326.8,4,81.7,0.8
