Date,Pet_ID,Species,Breed,Gender,Age_Years,Current_Weight_kg,Daily_Feed_g,Activity_Min_per_Day,BMI_Index,Risk_Prediction,AI_Confidence,Suggested_Action,Early_Warning,Vet_Override
2025-10-27,18,Cat,Bengal,Male,6.5,7.67,194.9,37,1.1,Obesity Risk,0.76,"Reduce fat content, increase exercise",No,No
2025-10-28,18,Cat,Bengal,Male,6.5,7.6,188.3,38,1.09,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-10-29,18,Cat,Bengal,Male,6.5,7.61,148.3,22,1.09,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-30,18,Cat,Bengal,Male,6.5,7.67,174.0,43,1.1,Obesity Risk,0.75,"Reduce fat content, increase exercise",No,No
2025-10-31,18,Cat,Bengal,Male,6.5,7.67,171.7,34,1.1,Obesity Risk,0.86,"Reduce fat content, increase exercise",No,No
2025-11-01,18,Cat,Bengal,Male,6.5,7.67,228.3,44,1.1,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-11-02,18,Cat,Bengal,Male,6.5,7.65,177.1,37,1.09,Obesity Risk,0.88,"Reduce fat content, increase exercise",No,No
2025-11-03,18,Cat,Bengal,Male,6.5,7.67,177.7,37,1.1,Obesity Risk,0.83,"Reduce fat content, increase exercise",Yes,No
2025-09-05,19,Cat,Persian,Male,2.2,4.62,142.5,106,1.71,Healthy,0.76,Maintain current routine,No,No
2025-09-06,19,Cat,Persian,Male,2.2,4.78,135.2,139,1.77,Healthy,0.89,Maintain current routine,No,No
2025-09-07,19,Cat,Persian,Male,2.2,4.71,126.2,113,1.74,Healthy,0.89,Maintain current routine,No,No
2025-09-08,19,Cat,Persian,Male,2.2,4.65,141.2,103,1.72,Healthy,0.79,Maintain current routine,No,No
2025-09-09,19,Cat,Persian,Male,2.2,4.67,123.0,118,1.73,Healthy,0.89,Maintain current routine,No,No
2025-09-10,19,Cat,Persian,Male,2.2,4.73,123.0,106,1.75,Healthy,0.83,Maintain current routine,No,No
2025-09-11,19,Cat,Persian,Male,2.2,4.65,138.8,137,1.72,Healthy,0.86,Maintain current routine,No,No
2025-09-12,19,Cat,Persian,Male,2.2,4.82,127.9,133,1.78,Healthy,0.84,Maintain current routine,No,No
2025-09-13,19,Cat,Persian,Male,2.2,4.76,126.4,115,1.76,Healthy,0.96,Maintain current routine,No,No
2025-09-14,19,Cat,Persian,Male,2.2,4.75,122.7,112,1.76,Healthy,0.84,Maintain current routine,No,No
2025-09-15,19,Cat,Persian,Male,2.2,4.8,122.7,133,1.78,Healthy,0.89,Maintain current routine,No,No
2025-09-16,19,Cat,Persian,Male,2.2,4.72,117.8,126,1.75,Healthy,0.96,Maintain current routine,No,No
2025-09-17,19,Cat,Persian,Male,2.2,4.75,115.6,99,1.76,Healthy,0.9,Maintain current routine,No,No
2025-09-18,19,Cat,Persian,Male,2.2,4.69,118.9,142,1.74,Healthy,0.78,Maintain current routine,No,No
2025-09-19,19,Cat,Persian,Male,2.2,4.66,121.0,96,1.72,Healthy,0.86,Maintain current routine,No,No
2025-09-20,19,Cat,Persian,Male,2.2,4.62,133.9,148,1.71,Healthy,0.86,Maintain current routine,No,No
2025-09-21,19,Cat,Persian,Male,2.2,4.72,101.9,148,1.75,Healthy,0.88,Maintain current routine,No,No
2025-09-22,19,Cat,Persian,Male,2.2,4.91,137.1,133,1.82,Healthy,0.86,Maintain current routine,No,No
2025-09-23,19,Cat,Persian,Male,2.2,5.05,105.1,144,1.87,Healthy,0.88,Maintain current routine,No,No
2025-09-24,19,Cat,Persian,Male,2.2,5.08,145.6,117,1.88,Healthy,0.75,Maintain current routine,No,No
2025-09-25,19,Cat,Persian,Male,2.2,5.01,108.0,138,1.86,Healthy,0.9,Maintain current routine,No,No
2025-09-26,19,Cat,Persian,Male,2.2,5.0,127.6,131,1.85,Healthy,0.95,Maintain current routine,No,No
2025-09-27,19,Cat,Persian,Male,2.2,5.03,116.6,148,1.86,Healthy,0.79,Maintain current routine,No,No
2025-09-28,19,Cat,Persian,Male,2.2,5.14,126.8,108,1.91,Healthy,0.81,Maintain current routine,No,No
2025-09-29,19,Cat,Persian,Male,2.2,5.19,122.4,124,1.92,Healthy,0.87,Maintain current routine,No,No
2025-09-30,19,Cat,Persian,Male,2.2,5.18,117.0,97,1.92,Healthy,0.8,Maintain current routine,No,No
2025-10-01,19,Cat,Persian,Male,2.2,5.11,114.9,136,1.89,Healthy,0.89,Maintain current routine,No,No
2025-10-02,19,Cat,Persian,Male,2.2,5.3,124.1,102,1.96,Healthy,0.8,Maintain current routine,No,No
2025-10-03,19,Cat,Persian,Male,2.2,5.39,126.1,103,2.0,Healthy,0.76,Maintain current routine,No,No
2025-10-04,19,Cat,Persian,Male,2.2,5.45,107.4,132,2.02,Healthy,0.86,Maintain current routine,No,No
2025-10-05,19,Cat,Persian,Male,2.2,5.45,103.6,138,2.02,Healthy,0.99,Maintain current routine,No,No
2025-10-06,19,Cat,Persian,Male,2.2,5.56,125.4,136,2.06,Healthy,0.76,Maintain current routine,No,No
2025-10-07,19,Cat,Persian,Male,2.2,5.66,120.7,102,2.1,Obesity Risk,0.79,"Reduce fat content, increase exercise",Yes,No
2025-10-08,19,Cat,Persian,Male,2.2,5.74,117.7,117,2.13,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-10-09,19,Cat,Persian,Male,2.2,5.82,146.0,136,2.16,Obesity Risk,0.76,"Reduce fat content, increase exercise",No,No
2025-10-10,19,Cat,Persian,Male,2.2,5.76,111.5,146,2.13,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-11,19,Cat,Persian,Male,2.2,5.7,130.5,97,2.11,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-12,19,Cat,Persian,Male,2.2,5.63,124.6,94,2.09,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-10-13,19,Cat,Persian,Male,2.2,5.57,128.9,136,2.06,Healthy,0.83,Maintain current routine,No,No
2025-10-14,19,Cat,Persian,Male,2.2,5.5,107.2,101,2.04,Healthy,0.82,Maintain current routine,No,No
2025-10-15,19,Cat,Persian,Male,2.2,5.5,136.2,146,2.04,Healthy,0.91,Maintain current routine,No,No
2025-10-16,19,Cat,Persian,Male,2.2,5.65,129.2,103,2.09,Obesity Risk,0.8,"Reduce fat content, increase exercise",No,No
2025-10-17,19,Cat,Persian,Male,2.2,5.74,140.9,130,2.12,Obesity Risk,0.75,"Reduce fat content, increase exercise",No,No
2025-10-18,19,Cat,Persian,Male,2.2,5.74,133.2,108,2.12,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-19,19,Cat,Persian,Male,2.2,5.79,114.4,117,2.14,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,No
2025-10-20,19,Cat,Persian,Male,2.2,5.98,141.2,138,2.22,Obesity Risk,0.96,"Reduce fat content, increase exercise",Yes,No
2025-10-21,19,Cat,Persian,Male,2.2,6.05,148.3,124,2.24,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-22,19,Cat,Persian,Male,2.2,6.0,118.3,111,2.22,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-23,19,Cat,Persian,Male,2.2,6.03,130.2,149,2.23,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-24,19,Cat,Persian,Male,2.2,5.99,144.1,130,2.22,Obesity Risk,0.84,"Reduce fat content, increase exercise",No,No
2025-10-25,19,Cat,Persian,Male,2.2,5.99,91.4,112,2.22,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-26,19,Cat,Persian,Male,2.2,5.97,117.5,112,2.21,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-27,19,Cat,Persian,Male,2.2,5.93,149.9,128,2.19,Obesity Risk,0.93,"Reduce fat content, increase exercise",Yes,No
2025-10-28,19,Cat,Persian,Male,2.2,5.9,143.7,129,2.19,Obesity Risk,0.86,"Reduce fat content, increase exercise",No,Yes
2025-10-29,19,Cat,Persian,Male,2.2,5.98,103.8,137,2.22,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-30,19,Cat,Persian,Male,2.2,5.94,129.3,120,2.2,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-31,19,Cat,Persian,Male,2.2,5.92,110.2,134,2.19,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-11-01,19,Cat,Persian,Male,2.2,6.03,123.5,106,2.23,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-11-02,19,Cat,Persian,Male,2.2,6.01,123.9,147,2.23,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-11-03,19,Cat,Persian,Male,2.2,6.01,121.1,134,2.23,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-09-05,20,Cat,Sphynx,Female,2.2,5.68,157.2,63,2.1,Healthy,0.88,Maintain current routine,No,No
2025-09-06,20,Cat,Sphynx,Female,2.2,5.63,175.6,45,2.09,Healthy,0.76,Maintain current routine,No,No
2025-09-07,20,Cat,Sphynx,Female,2.2,5.7,120.1,87,2.11,Healthy,0.94,Maintain current routine,No,No
2025-09-08,20,Cat,Sphynx,Female,2.2,5.83,156.7,69,2.16,Healthy,0.97,Maintain current routine,No,No
2025-09-09,20,Cat,Sphynx,Female,2.2,5.79,131.2,45,2.14,Healthy,0.94,Maintain current routine,No,No
2025-09-10,20,Cat,Sphynx,Female,2.2,5.78,137.8,62,2.14,Healthy,0.88,Maintain current routine,No,No
2025-09-11,20,Cat,Sphynx,Female,2.2,5.92,134.9,50,2.19,Healthy,0.79,Maintain current routine,No,No
2025-09-12,20,Cat,Sphynx,Female,2.2,5.87,146.9,75,2.17,Healthy,0.87,Maintain current routine,No,No
2025-09-13,20,Cat,Sphynx,Female,2.2,6.0,134.4,62,2.22,Healthy,0.75,Maintain current routine,No,No
2025-09-14,20,Cat,Sphynx,Female,2.2,6.08,122.2,84,2.25,Healthy,0.94,Maintain current routine,No,No
2025-09-15,20,Cat,Sphynx,Female,2.2,6.14,132.3,48,2.27,Healthy,0.92,Maintain current routine,No,No
2025-09-16,20,Cat,Sphynx,Female,2.2,6.2,127.3,49,2.3,Healthy,0.91,Maintain current routine,No,No
2025-09-17,20,Cat,Sphynx,Female,2.2,6.14,132.8,46,2.28,Healthy,0.9,Maintain current routine,No,No
2025-09-18,20,Cat,Sphynx,Female,2.2,6.08,154.6,53,2.25,Healthy,0.75,Maintain current routine,No,No
2025-09-19,20,Cat,Sphynx,Female,2.2,6.05,174.5,81,2.24,Healthy,0.93,Maintain current routine,No,No
2025-09-20,20,Cat,Sphynx,Female,2.2,6.04,144.9,51,2.24,Healthy,0.85,Maintain current routine,No,No
2025-09-21,20,Cat,Sphynx,Female,2.2,5.96,162.4,67,2.21,Healthy,0.84,Maintain current routine,No,No
2025-09-22,20,Cat,Sphynx,Female,2.2,6.1,151.8,70,2.26,Healthy,0.93,Maintain current routine,No,No
2025-09-23,20,Cat,Sphynx,Female,2.2,6.02,138.4,69,2.23,Healthy,0.79,Maintain current routine,No,No
2025-09-24,20,Cat,Sphynx,Female,2.2,6.13,131.8,69,2.27,Healthy,0.89,Maintain current routine,No,No
2025-09-25,20,Cat,Sphynx,Female,2.2,6.08,133.1,86,2.25,Healthy,0.8,Maintain current routine,No,No
2025-09-26,20,Cat,Sphynx,Female,2.2,6.21,164.9,64,2.3,Healthy,0.81,Maintain current routine,No,No
2025-09-27,20,Cat,Sphynx,Female,2.2,6.36,156.7,63,2.36,Healthy,0.95,Maintain current routine,No,No
2025-09-28,20,Cat,Sphynx,Female,2.2,6.49,145.5,59,2.4,Healthy,0.97,Maintain current routine,No,No
2025-09-29,20,Cat,Sphynx,Female,2.2,6.42,123.0,58,2.38,Healthy,0.87,Maintain current routine,No,No
2025-09-30,20,Cat,Sphynx,Female,2.2,6.54,128.1,84,2.42,Healthy,0.77,Maintain current routine,No,No
2025-10-01,20,Cat,Sphynx,Female,2.2,6.53,148.6,60,2.42,Healthy,0.96,Maintain current routine,No,No
2025-10-02,20,Cat,Sphynx,Female,2.2,6.66,147.9,71,2.47,Healthy,0.82,Maintain current routine,No,No
2025-10-03,20,Cat,Sphynx,Female,2.2,6.77,149.7,50,2.51,Healthy,0.83,Maintain current routine,No,No
2025-10-04,20,Cat,Sphynx,Female,2.2,6.87,146.9,61,2.54,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-05,20,Cat,Sphynx,Female,2.2,6.8,144.6,78,2.52,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-06,20,Cat,Sphynx,Female,2.2,6.91,143.0,83,2.56,Obesity Risk,0.94,"Reduce fat content, increase exercise",Yes,No
2025-10-07,20,Cat,Sphynx,Female,2.2,7.06,158.6,64,2.62,Obesity Risk,0.99,"Reduce fat content, increase exercise",No,No
2025-10-08,20,Cat,Sphynx,Female,2.2,7.17,134.6,73,2.66,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-09,20,Cat,Sphynx,Female,2.2,7.16,166.2,48,2.65,Obesity Risk,0.96,"Reduce fat content, increase exercise",No,No
2025-10-10,20,Cat,Sphynx,Female,2.2,7.21,164.1,45,2.67,Obesity Risk,0.95,"Reduce fat content, increase exercise",No,No
2025-10-11,20,Cat,Sphynx,Female,2.2,7.31,152.2,88,2.71,Obesity Risk,0.9,"Reduce fat content, increase exercise",No,No
2025-10-12,20,Cat,Sphynx,Female,2.2,7.35,137.9,80,2.72,Obesity Risk,0.82,"Reduce fat content, increase exercise",No,No
2025-10-13,20,Cat,Sphynx,Female,2.2,7.35,163.3,61,2.72,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,No
2025-10-14,20,Cat,Sphynx,Female,2.2,7.35,142.7,79,2.72,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-15,20,Cat,Sphynx,Female,2.2,7.3,138.6,75,2.7,Obesity Risk,0.9,"Reduce fat content, increase exercise",No,No
2025-10-16,20,Cat,Sphynx,Female,2.2,7.3,133.4,58,2.7,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,No
2025-10-17,20,Cat,Sphynx,Female,2.2,7.28,160.3,71,2.7,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-18,20,Cat,Sphynx,Female,2.2,7.27,165.9,57,2.69,Obesity Risk,0.94,"Reduce fat content, increase exercise",No,No
2025-10-19,20,Cat,Sphynx,Female,2.2,7.19,143.6,76,2.66,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-20,20,Cat,Sphynx,Female,2.2,7.19,146.7,58,2.66,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-21,20,Cat,Sphynx,Female,2.2,7.24,145.1,51,2.68,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-22,20,Cat,Sphynx,Female,2.2,7.26,160.0,52,2.69,Obesity Risk,0.86,"Reduce fat content, increase exercise",No,No
2025-10-23,20,Cat,Sphynx,Female,2.2,7.29,159.3,81,2.7,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-10-24,20,Cat,Sphynx,Female,2.2,7.24,169.5,66,2.68,Obesity Risk,0.95,"Reduce fat content, increase exercise",No,No
2025-10-25,20,Cat,Sphynx,Female,2.2,7.34,120.9,87,2.72,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,Yes
2025-10-26,20,Cat,Sphynx,Female,2.2,7.35,140.7,78,2.72,Obesity Risk,0.82,"Reduce fat content, increase exercise",No,No
2025-10-27,20,Cat,Sphynx,Female,2.2,7.35,156.3,69,2.72,Obesity Risk,0.76,"Reduce fat content, increase exercise",No,No
2025-10-28,20,Cat,Sphynx,Female,2.2,7.35,143.1,84,2.72,Obesity Risk,0.96,"Reduce fat content, increase exercise",Yes,No
2025-10-29,20,Cat,Sphynx,Female,2.2,7.3,151.8,46,2.7,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-30,20,Cat,Sphynx,Female,2.2,7.35,154.7,77,2.72,Obesity Risk,0.97,"Reduce fat content, increase exercise",No,No
2025-10-31,20,Cat,Sphynx,Female,2.2,7.33,129.8,77,2.71,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,Yes
2025-11-01,20,Cat,Sphynx,Female,2.2,7.35,160.9,76,2.72,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-11-02,20,Cat,Sphynx,Female,2.2,7.33,155.9,80,2.72,Obesity Risk,0.9,"Reduce fat content, increase exercise",No,No
2025-11-03,20,Cat,Sphynx,Female,2.2,7.35,133.0,62,2.72,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-09-05,21,Cat,Persian,Female,9.8,7.17,230.8,62,0.7,Healthy,0.87,Maintain current routine,No,No
2025-09-06,21,Cat,Persian,Female,9.8,7.24,271.3,86,0.7,Healthy,0.82,Maintain current routine,No,No
2025-09-07,21,Cat,Persian,Female,9.8,7.4,230.2,45,0.72,Healthy,0.81,Maintain current routine,No,No
2025-09-08,21,Cat,Persian,Female,9.8,7.4,257.4,70,0.72,Healthy,0.75,Maintain current routine,No,No
2025-09-09,21,Cat,Persian,Female,9.8,7.42,204.3,56,0.72,Healthy,0.76,Maintain current routine,No,No
2025-09-10,21,Cat,Persian,Female,9.8,7.43,239.6,79,0.72,Healthy,0.86,Maintain current routine,No,No
2025-09-11,21,Cat,Persian,Female,9.8,7.43,235.5,55,0.72,Healthy,0.78,Maintain current routine,No,No
2025-09-12,21,Cat,Persian,Female,9.8,7.43,257.4,75,0.72,Healthy,0.92,Maintain current routine,No,No
2025-09-13,21,Cat,Persian,Female,9.8,7.6,262.4,61,0.74,Healthy,0.97,Maintain current routine,No,No
2025-09-14,21,Cat,Persian,Female,9.8,7.68,207.6,47,0.75,Healthy,0.78,Maintain current routine,No,No
2025-09-15,21,Cat,Persian,Female,9.8,7.61,276.2,88,0.74,Healthy,0.86,Maintain current routine,No,No
2025-09-16,21,Cat,Persian,Female,9.8,7.58,231.9,84,0.74,Healthy,0.78,Maintain current routine,No,No
2025-09-17,21,Cat,Persian,Female,9.8,7.56,220.8,80,0.73,Healthy,0.84,Maintain current routine,No,No
2025-09-18,21,Cat,Persian,Female,9.8,7.68,214.8,48,0.75,Healthy,0.86,Maintain current routine,No,No
2025-09-19,21,Cat,Persian,Female,9.8,7.67,214.8,76,0.74,Healthy,0.87,Maintain current routine,No,No
2025-09-20,21,Cat,Persian,Female,9.8,7.77,248.0,50,0.75,Healthy,0.85,Maintain current routine,No,No
2025-09-21,21,Cat,Persian,Female,9.8,7.7,239.7,45,0.75,Healthy,0.84,Maintain current routine,No,No
2025-09-22,21,Cat,Persian,Female,9.8,7.66,207.6,89,0.74,Healthy,0.98,Maintain current routine,No,No
2025-09-23,21,Cat,Persian,Female,9.8,7.62,226.8,57,0.74,Healthy,0.84,Maintain current routine,No,No
2025-09-24,21,Cat,Persian,Female,9.8,7.56,232.9,49,0.73,Healthy,0.93,Maintain current routine,No,No
2025-09-25,21,Cat,Persian,Female,9.8,7.61,292.0,77,0.74,Healthy,0.86,Maintain current routine,No,No
2025-09-26,21,Cat,Persian,Female,9.8,7.7,239.6,79,0.75,Healthy,0.8,Maintain current routine,No,No
2025-09-27,21,Cat,Persian,Female,9.8,7.84,272.5,78,0.76,Healthy,0.95,Maintain current routine,No,No
2025-09-28,21,Cat,Persian,Female,9.8,7.94,177.3,75,0.77,Healthy,0.77,Maintain current routine,No,No
2025-09-29,21,Cat,Persian,Female,9.8,8.14,280.4,45,0.79,Healthy,0.9,Maintain current routine,No,No
2025-09-30,21,Cat,Persian,Female,9.8,8.22,251.9,70,0.8,Healthy,0.95,Maintain current routine,No,No
2025-10-01,21,Cat,Persian,Female,9.8,8.32,246.7,61,0.81,Healthy,0.89,Maintain current routine,No,No
2025-10-02,21,Cat,Persian,Female,9.8,8.4,234.1,56,0.82,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,Yes
2025-10-03,21,Cat,Persian,Female,9.8,8.36,254.7,59,0.81,Healthy,0.86,Maintain current routine,No,No
2025-10-04,21,Cat,Persian,Female,9.8,8.37,258.9,46,0.81,Healthy,0.87,Maintain current routine,No,No
2025-10-05,21,Cat,Persian,Female,9.8,8.27,266.4,57,0.8,Healthy,0.92,Maintain current routine,No,No
2025-10-06,21,Cat,Persian,Female,9.8,8.4,209.7,77,0.82,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,No
2025-10-07,21,Cat,Persian,Female,9.8,8.45,202.1,87,0.82,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-08,21,Cat,Persian,Female,9.8,8.47,241.1,46,0.82,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-09,21,Cat,Persian,Female,9.8,8.42,247.0,68,0.82,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-10,21,Cat,Persian,Female,9.8,8.53,230.8,84,0.83,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-11,21,Cat,Persian,Female,9.8,8.59,239.1,62,0.83,Obesity Risk,0.8,"Reduce fat content, increase exercise",No,No
2025-10-12,21,Cat,Persian,Female,9.8,8.77,259.3,64,0.85,Obesity Risk,0.83,"Reduce fat content, increase exercise",No,No
2025-10-13,21,Cat,Persian,Female,9.8,8.84,235.9,53,0.86,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-14,21,Cat,Persian,Female,9.8,8.77,231.7,88,0.85,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-15,21,Cat,Persian,Female,9.8,8.69,245.5,59,0.84,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-16,21,Cat,Persian,Female,9.8,8.69,228.5,70,0.84,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-17,21,Cat,Persian,Female,9.8,8.85,225.6,62,0.86,Obesity Risk,0.88,"Reduce fat content, increase exercise",No,No
2025-10-18,21,Cat,Persian,Female,9.8,8.98,246.8,88,0.87,Obesity Risk,0.94,"Reduce fat content, increase exercise",No,No
2025-10-19,21,Cat,Persian,Female,9.8,8.99,263.0,47,0.87,Obesity Risk,0.94,"Reduce fat content, increase exercise",No,No
2025-10-20,21,Cat,Persian,Female,9.8,8.99,230.7,51,0.87,Obesity Risk,0.88,"Reduce fat content, increase exercise",No,No
2025-10-21,21,Cat,Persian,Female,9.8,8.92,228.0,68,0.87,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-10-22,21,Cat,Persian,Female,9.8,8.93,261.6,60,0.87,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-23,21,Cat,Persian,Female,9.8,8.89,267.1,83,0.86,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-24,21,Cat,Persian,Female,9.8,8.83,202.7,87,0.86,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-25,21,Cat,Persian,Female,9.8,8.8,233.1,77,0.85,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-26,21,Cat,Persian,Female,9.8,9.01,275.1,70,0.87,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-10-27,21,Cat,Persian,Female,9.8,9.08,289.2,74,0.88,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-28,21,Cat,Persian,Female,9.8,9.04,251.9,65,0.88,Obesity Risk,0.75,"Reduce fat content, increase exercise",No,No
2025-10-29,21,Cat,Persian,Female,9.8,9.04,235.1,46,0.88,Obesity Risk,0.84,"Reduce fat content, increase exercise",No,No
2025-10-30,21,Cat,Persian,Female,9.8,8.99,233.4,46,0.87,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,No
2025-10-31,21,Cat,Persian,Female,9.8,9.08,280.8,47,0.88,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-11-01,21,Cat,Persian,Female,9.8,9.08,234.1,63,0.88,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-11-02,21,Cat,Persian,Female,9.8,9.02,204.5,50,0.88,Obesity Risk,0.95,"Reduce fat content, increase exercise",Yes,No
2025-11-03,21,Cat,Persian,Female,9.8,9.02,235.6,74,0.88,Obesity Risk,0.8,"Reduce fat content, increase exercise",No,No
2025-09-05,22,Dog,German Shepherd,Male,8.0,25.53,672.5,87,3.0,Healthy,0.82,Maintain current routine,No,No
2025-09-06,22,Dog,German Shepherd,Male,8.0,25.49,642.0,47,3.0,Healthy,0.92,Maintain current routine,No,No
2025-09-07,22,Dog,German Shepherd,Male,8.0,25.61,699.3,81,3.01,Healthy,0.95,Maintain current routine,No,No
2025-09-08,22,Dog,German Shepherd,Male,8.0,25.73,562.3,82,3.03,Healthy,0.91,Maintain current routine,No,No
2025-09-09,22,Dog,German Shepherd,Male,8.0,25.82,613.8,79,3.04,Healthy,0.8,Maintain current routine,No,No
2025-09-10,22,Dog,German Shepherd,Male,8.0,25.75,626.9,78,3.03,Healthy,0.92,Maintain current routine,No,No
2025-09-11,22,Dog,German Shepherd,Male,8.0,25.8,728.5,61,3.03,Healthy,0.76,Maintain current routine,No,No
2025-09-12,22,Dog,German Shepherd,Male,8.0,25.74,726.0,86,3.03,Healthy,0.84,Maintain current routine,No,No
2025-09-13,22,Dog,German Shepherd,Male,8.0,25.68,701.3,66,3.02,Healthy,0.78,Maintain current routine,No,No
2025-09-14,22,Dog,German Shepherd,Male,8.0,25.77,749.8,54,3.03,Healthy,0.8,Maintain current routine,No,No
2025-09-15,22,Dog,German Shepherd,Male,8.0,25.82,782.4,55,3.04,Healthy,0.88,Maintain current routine,No,No
2025-09-16,22,Dog,German Shepherd,Male,8.0,25.75,801.6,55,3.03,Healthy,0.92,Maintain current routine,No,No
2025-09-17,22,Dog,German Shepherd,Male,8.0,25.68,652.6,65,3.02,Healthy,0.85,Maintain current routine,No,No
2025-09-18,22,Dog,German Shepherd,Male,8.0,25.84,723.5,58,3.04,Healthy,0.93,Maintain current routine,No,No
2025-09-19,22,Dog,German Shepherd,Male,8.0,25.98,552.6,66,3.06,Healthy,0.97,Maintain current routine,No,No
2025-09-20,22,Dog,German Shepherd,Male,8.0,25.97,740.3,51,3.05,Healthy,0.92,Maintain current routine,No,No
2025-09-21,22,Dog,German Shepherd,Male,8.0,25.97,686.5,82,3.05,Healthy,0.97,Maintain current routine,No,No
2025-09-22,22,Dog,German Shepherd,Male,8.0,26.03,651.0,50,3.06,Healthy,0.93,Maintain current routine,No,No
2025-09-23,22,Dog,German Shepherd,Male,8.0,26.03,769.9,68,3.06,Healthy,0.79,Maintain current routine,No,No
2025-09-24,22,Dog,German Shepherd,Male,8.0,26.07,606.0,83,3.07,Healthy,0.85,Maintain current routine,No,No
2025-09-25,22,Dog,German Shepherd,Male,8.0,26.11,639.3,72,3.07,Healthy,0.93,Maintain current routine,No,No
2025-09-26,22,Dog,German Shepherd,Male,8.0,26.29,646.6,76,3.09,Healthy,0.86,Maintain current routine,No,Yes
2025-09-27,22,Dog,German Shepherd,Male,8.0,26.43,683.1,67,3.11,Healthy,0.81,Maintain current routine,No,Yes
2025-09-28,22,Dog,German Shepherd,Male,8.0,26.45,648.7,77,3.11,Healthy,0.9,Maintain current routine,No,No
2025-09-29,22,Dog,German Shepherd,Male,8.0,26.39,603.5,62,3.1,Healthy,0.84,Maintain current routine,No,No
2025-09-30,22,Dog,German Shepherd,Male,8.0,26.41,611.3,54,3.11,Healthy,0.99,Maintain current routine,No,No
2025-10-01,22,Dog,German Shepherd,Male,8.0,26.39,798.7,46,3.11,Healthy,0.9,Maintain current routine,No,No
